,tweet_id,rating_numerator,rating_denominator,rating_value,name,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,stage,breed_prediction,isDog,top_breed
38,666644823164719104,9,10,0.9,Jimothy,Ibizan_hound,0.0443334,True,Pembroke,0.0432093,True,West_Highland_white_terrier,0.0389056,True,null_stage,Ibizan_hound,Real dog,Other dog breeds
39,666649482315059201,4,10,0.4,None,Border_collie,0.447803,True,English_springer,0.170497,True,collie,0.139206,True,null_stage,Border_collie,Real dog,Other dog breeds
40,666691418707132416,8,10,0.8,Christoper,German_shepherd,0.975401,True,beagle,0.00868727,True,bloodhound,0.00539404,True,null_stage,German_shepherd,Real dog,Other dog breeds
41,666701168228331520,8,10,0.8,None,Labrador_retriever,0.887707,True,Chihuahua,0.029307,True,French_bulldog,0.0207563,True,null_stage,Labrador_retriever,Real dog,Labrador_retriever
42,666739327293083650,10,10,1.0,Lugan,miniature_poodle,0.546933,True,cocker_spaniel,0.165255,True,toy_poodle,0.0959589,True,null_stage,miniature_poodle,Real dog,Other dog breeds
43,666776908487630848,5,10,0.5,Josep,seat_belt,0.375057,False,miniature_pinscher,0.167175,True,Chihuahua,0.0869506,True,null_stage,miniature_pinscher,Real dog,Other dog breeds
44,666781792255496192,10,10,1.0,None,Italian_greyhound,0.618316,True,Weimaraner,0.151363,True,vizsla,0.0859891,True,null_stage,Italian_greyhound,Real dog,Other dog breeds
45,666786068205871104,2,10,0.2,None,snail,0.999888,False,slug,5.51417e-05,False,acorn,2.6258e-05,False,null_stage,not_dog,Others,not_dog
46,666804364988780544,8,10,0.8,Jockson,English_setter,0.328792,True,Brittany_spaniel,0.283545,True,Ibizan_hound,0.0574615,True,null_stage,English_setter,Real dog,Other dog breeds
47,666817836334096384,9,10,0.9,Jeph,miniature_schnauzer,0.496953,True,standard_schnauzer,0.285276,True,giant_schnauzer,0.0737637,True,null_stage,miniature_schnauzer,Real dog,Other dog breeds
48,666826780179869698,12,10,1.2,None,Maltese_dog,0.359383,True,teddy,0.148759,False,West_Highland_white_terrier,0.106007,True,null_stage,Maltese_dog,Real dog,Other dog breeds
49,666835007768551424,10,10,1.0,None,Airedale,0.448459,True,toy_poodle,0.12403,True,teddy,0.110183,False,null_stage,Airedale,Real dog,Other dog breeds
50,666837028449972224,3,10,0.3,None,triceratops,0.442113,False,armadillo,0.114071,False,common_iguana,0.0432553,False,null_stage,not_dog,Others,not_dog
51,666983947667116034,11,10,1.1,None,swab,0.589446,False,chain_saw,0.190142,False,wig,0.0345097,False,null_stage,not_dog,Others,not_dog
52,666996132027977728,10,10,1.0,Carll,hay,0.507637,False,Rottweiler,0.0624899,True,water_buffalo,0.0484247,False,null_stage,Rottweiler,Real dog,Other dog breeds
53,667012601033924608,9,10,0.9,Klevin,hyena,0.98723,False,African_hunting_dog,0.0126008,False,coyote,5.73501e-05,False,null_stage,not_dog,Others,not_dog
54,667044094246576128,12,10,1.2,None,golden_retriever,0.765266,True,Labrador_retriever,0.206694,True,seat_belt,0.0106669,False,null_stage,golden_retriever,Real dog,golden_retriever
55,667062181243039745,10,10,1.0,Keet,Chesapeake_Bay_retriever,0.825678,True,vizsla,0.090998,True,kelpie,0.0229562,True,null_stage,Chesapeake_Bay_retriever,Real dog,Other dog breeds
56,667065535570550784,8,10,0.8,None,jigsaw_puzzle,0.560001,False,doormat,0.103259,False,space_heater,0.042568,False,null_stage,not_dog,Others,not_dog
57,667073648344346624,10,10,1.0,None,Chihuahua,0.483682,True,pug,0.0924939,True,Brabancon_griffon,0.0574954,True,null_stage,Chihuahua,Real dog,Chihuahua
58,667090893657276420,7,10,0.7,Clybe,Chihuahua,0.959514,True,Italian_greyhound,0.00537015,True,Pomeranian,0.00264133,True,null_stage,Chihuahua,Real dog,Chihuahua
59,667119796878725120,10,10,1.0,Gabe,Pembroke,0.741563,True,Chihuahua,0.0578659,True,toy_poodle,0.0391251,True,null_stage,Pembroke,Real dog,Pembroke
60,667138269671505920,10,10,1.0,None,West_Highland_white_terrier,0.747713,True,Samoyed,0.243629,True,toy_poodle,0.00180397,True,null_stage,West_Highland_white_terrier,Real dog,Other dog breeds
61,667152164079423490,12,10,1.2,Pipsy,toy_poodle,0.535411,True,Pomeranian,0.087544,True,miniature_poodle,0.06205,True,null_stage,toy_poodle,Real dog,toy_poodle
62,667160273090932737,11,10,1.1,Bradlay,golden_retriever,0.471351,True,miniature_poodle,0.0919921,True,standard_poodle,0.0873854,True,null_stage,golden_retriever,Real dog,golden_retriever
63,667165590075940865,10,10,1.0,Churlie,miniature_pinscher,0.140173,True,Rottweiler,0.134094,True,beagle,0.0818998,True,null_stage,miniature_pinscher,Real dog,Other dog breeds
64,667171260800061440,10,10,1.0,Kenneth,giant_schnauzer,0.841265,True,Lakeland_terrier,0.0527442,True,Irish_water_spaniel,0.0344017,True,null_stage,giant_schnauzer,Real dog,Other dog breeds
65,667174963120574464,9,10,0.9,Clarence,toy_poodle,0.266437,True,Chihuahua,0.243223,True,bluetick,0.0728063,True,null_stage,toy_poodle,Real dog,toy_poodle
66,667176164155375616,4,10,0.4,None,soft-coated_wheaten_terrier,0.318981,True,Lakeland_terrier,0.215218,True,toy_poodle,0.106014,True,null_stage,soft-coated_wheaten_terrier,Real dog,Other dog breeds
67,667177989038297088,8,10,0.8,None,vizsla,0.259249,True,Chesapeake_Bay_retriever,0.176293,True,Weimaraner,0.112369,True,null_stage,vizsla,Real dog,Other dog breeds
68,667182792070062081,10,10,1.0,Timison,golden_retriever,0.949892,True,Irish_setter,0.0105638,True,Chesapeake_Bay_retriever,0.00582141,True,null_stage,golden_retriever,Real dog,golden_retriever
69,667188689915760640,10,10,1.0,None,vacuum,0.33583,False,swab,0.265278,False,toilet_tissue,0.140703,False,null_stage,not_dog,Others,not_dog
70,667192066997374976,12,10,1.2,None,Rottweiler,0.28364,True,miniature_pinscher,0.148112,True,black-and-tan_coonhound,0.0955848,True,null_stage,Rottweiler,Real dog,Other dog breeds
71,667200525029539841,11,10,1.1,Joshwa,Siberian_husky,0.694904,True,malamute,0.232006,True,Eskimo_dog,0.0506351,True,null_stage,Siberian_husky,Real dog,Other dog breeds
72,667211855547486208,9,10,0.9,None,golden_retriever,0.462556,True,Labrador_retriever,0.454937,True,kuvasz,0.0241933,True,null_stage,golden_retriever,Real dog,golden_retriever
73,667369227918143488,10,10,1.0,None,teddy,0.709545,False,bath_towel,0.127285,False,Christmas_stocking,0.0285675,False,null_stage,not_dog,Others,not_dog
74,667393430834667520,8,10,0.8,None,papillon,0.557009,True,Border_collie,0.271963,True,collie,0.0734729,True,null_stage,papillon,Real dog,Other dog breeds
75,667405339315146752,7,10,0.7,Biden,Saint_Bernard,0.381377,True,Leonberg,0.127998,True,golden_retriever,0.0693568,True,null_stage,Saint_Bernard,Real dog,Other dog breeds
76,667435689202614272,12,10,1.2,None,Rottweiler,0.999091,True,miniature_pinscher,0.000450355,True,black-and-tan_coonhound,0.00015714,True,null_stage,Rottweiler,Real dog,Other dog breeds
77,667437278097252352,10,10,1.0,None,porcupine,0.989154,False,bath_towel,0.00630049,False,badger,0.00096634,False,null_stage,not_dog,Others,not_dog
78,667443425659232256,6,10,0.6,None,goose,0.980815,False,drake,0.00691777,False,hen,0.00525517,False,null_stage,not_dog,Others,not_dog
79,667453023279554560,11,10,1.1,None,Labrador_retriever,0.82567,True,French_bulldog,0.0566394,True,Staffordshire_bullterrier,0.0540184,True,null_stage,Labrador_retriever,Real dog,Labrador_retriever
80,667455448082227200,7,10,0.7,None,Tibetan_terrier,0.676376,True,Irish_terrier,0.0549334,True,Yorkshire_terrier,0.0405755,True,null_stage,Tibetan_terrier,Real dog,Other dog breeds
81,667470559035432960,11,10,1.1,None,toy_poodle,0.304175,True,pug,0.223427,True,Lakeland_terrier,0.0733165,True,null_stage,toy_poodle,Real dog,toy_poodle
82,667491009379606528,7,10,0.7,None,borzoi,0.852088,True,ice_bear,0.132264,False,weasel,0.00572998,False,null_stage,borzoi,Real dog,Other dog breeds
83,667495797102141441,9,10,0.9,Philippe,Chihuahua,0.143957,True,Christmas_stocking,0.118651,False,ski_mask,0.0924817,False,null_stage,Chihuahua,Real dog,Chihuahua
84,667502640335572993,11,10,1.1,Hall,Labrador_retriever,0.996709,True,golden_retriever,0.00168821,True,beagle,0.000711667,True,null_stage,Labrador_retriever,Real dog,Labrador_retriever
85,667509364010450944,12,10,1.2,None,beagle,0.636169,True,Labrador_retriever,0.119256,True,golden_retriever,0.0825492,True,null_stage,beagle,Real dog,Other dog breeds
86,667517642048163840,8,10,0.8,Dook,Italian_greyhound,0.125176,True,standard_poodle,0.0845715,True,cocker_spaniel,0.0813469,True,null_stage,Italian_greyhound,Real dog,Other dog breeds
87,667524857454854144,12,10,1.2,None,hare,0.447893,False,dhole,0.0924353,False,Chesapeake_Bay_retriever,0.0881224,True,null_stage,Chesapeake_Bay_retriever,Real dog,Other dog breeds
88,667530908589760512,10,10,1.0,Naphaniel,golden_retriever,0.633037,True,kuvasz,0.146391,True,Labrador_retriever,0.0461837,True,null_stage,golden_retriever,Real dog,golden_retriever
89,667534815156183040,8,10,0.8,Frank,Pembroke,0.435254,True,Cardigan,0.307407,True,cocker_spaniel,0.0331583,True,null_stage,Pembroke,Real dog,Pembroke
90,667538891197542400,9,10,0.9,None,Yorkshire_terrier,0.618957,True,silky_terrier,0.300313,True,Australian_terrier,0.053412,True,null_stage,Yorkshire_terrier,Real dog,Other dog breeds
91,667544320556335104,10,10,1.0,Kial,Pomeranian,0.412893,True,Pembroke,0.312958,True,Chihuahua,0.0719604,True,null_stage,Pomeranian,Real dog,Other dog breeds
92,667546741521195010,9,10,0.9,George,toy_poodle,0.787424,True,miniature_poodle,0.202225,True,teddy,0.00404722,False,null_stage,toy_poodle,Real dog,toy_poodle
93,667549055577362432,1,10,0.1,None,electric_fan,0.984377,False,spotlight,0.00773671,False,lampshade,0.00190123,False,null_stage,not_dog,Others,not_dog
94,667724302356258817,7,10,0.7,None,ibex,0.619098,False,bighorn,0.125119,False,ram,0.0746732,False,null_stage,not_dog,Others,not_dog
95,667728196545200128,11,10,1.1,None,kuvasz,0.360159,True,golden_retriever,0.293744,True,Labrador_retriever,0.270673,True,null_stage,kuvasz,Real dog,Other dog breeds
96,667766675769573376,9,10,0.9,Calvin,fire_engine,0.883493,False,tow_truck,0.0747339,False,jeep,0.0127726,False,null_stage,not_dog,Others,not_dog
97,667773195014021121,8,10,0.8,None,West_Highland_white_terrier,0.360465,True,pug,0.0934941,True,ice_bear,0.0690382,False,null_stage,West_Highland_white_terrier,Real dog,Other dog breeds
98,667782464991965184,9,10,0.9,None,lorikeet,0.466149,False,hummingbird,0.083011,False,African_grey,0.0542474,False,null_stage,not_dog,Others,not_dog
99,667793409583771648,8,10,0.8,None,dalmatian,0.535073,True,English_setter,0.451219,True,Great_Dane,0.00816361,True,null_stage,dalmatian,Real dog,Other dog breeds
100,667801013445750784,12,10,1.2,None,flat-coated_retriever,0.508392,True,Chesapeake_Bay_retriever,0.262239,True,curly-coated_retriever,0.0489198,True,null_stage,flat-coated_retriever,Real dog,Other dog breeds
101,667806454573760512,10,10,1.0,Filup,toyshop,0.253089,False,Chihuahua,0.187155,True,Brabancon_griffon,0.112799,True,null_stage,Chihuahua,Real dog,Chihuahua
102,667832474953625600,12,10,1.2,None,miniature_pinscher,0.2142,True,bath_towel,0.146789,False,Chihuahua,0.104152,True,null_stage,miniature_pinscher,Real dog,Other dog breeds
103,667861340749471744,9,10,0.9,None,malamute,0.967275,True,Siberian_husky,0.0161675,True,Eskimo_dog,0.0112774,True,null_stage,malamute,Real dog,Other dog breeds
104,667866724293877760,10,10,1.0,Shaggy,jigsaw_puzzle,1.0,False,prayer_rug,1.0113e-08,False,doormat,1.74017e-10,False,null_stage,not_dog,Others,not_dog
105,667873844930215936,10,10,1.0,None,common_iguana,0.999647,False,frilled_lizard,0.00018115,False,African_chameleon,0.000128357,False,null_stage,not_dog,Others,not_dog
106,667878741721415682,2,10,0.2,Tedrick,seat_belt,0.200373,False,miniature_pinscher,0.106003,True,schipperke,0.104733,True,null_stage,miniature_pinscher,Real dog,Other dog breeds
107,667885044254572545,10,10,1.0,Stu,malamute,0.0885297,True,golden_retriever,0.0874986,True,muzzle,0.0750077,False,null_stage,malamute,Real dog,Other dog breeds
108,667886921285246976,11,10,1.1,Erik,Pomeranian,0.800432,True,Pekinese,0.168445,True,Chihuahua,0.00894952,True,null_stage,Pomeranian,Real dog,Other dog breeds
109,667902449697558528,9,10,0.9,Cleopatricia,Norwegian_elkhound,0.298881,True,malamute,0.279479,True,Eskimo_dog,0.198428,True,null_stage,Norwegian_elkhound,Real dog,Other dog breeds
110,667911425562669056,5,10,0.5,None,frilled_lizard,0.257695,False,ox,0.23516,False,triceratops,0.0853169,False,null_stage,not_dog,Others,not_dog
111,667915453470232577,10,10,1.0,Otis,leatherback_turtle,0.452517,False,boxer,0.196655,True,terrapin,0.160983,False,null_stage,boxer,Real dog,Other dog breeds
112,667924896115245057,9,10,0.9,Jiminy,Labrador_retriever,0.209051,True,hog,0.20398,False,Newfoundland,0.165914,True,null_stage,Labrador_retriever,Real dog,Labrador_retriever
113,667937095915278337,3,10,0.3,None,hamster,0.172078,False,guinea_pig,0.0949242,False,Band_Aid,0.0599952,False,null_stage,not_dog,Others,not_dog
114,668113020489474048,6,10,0.6,Alfie,Pembroke,0.548896,True,Cardigan,0.191101,True,collie,0.0598141,True,null_stage,Pembroke,Real dog,Pembroke
115,668142349051129856,2,10,0.2,None,Angora,0.918834,False,hen,0.0377934,False,wood_rabbit,0.0110149,False,null_stage,not_dog,Others,not_dog
116,668154635664932864,9,10,0.9,None,Arctic_fox,0.473584,False,wallaby,0.261411,False,white_wolf,0.0809478,False,null_stage,not_dog,Others,not_dog
117,668171859951755264,7,10,0.7,None,Chihuahua,0.664834,True,cowboy_boot,0.060343,False,giant_panda,0.0598375,False,null_stage,Chihuahua,Real dog,Chihuahua
118,668190681446379520,12,10,1.2,None,Blenheim_spaniel,0.958402,True,cocker_spaniel,0.0267643,True,Welsh_springer_spaniel,0.00778991,True,null_stage,Blenheim_spaniel,Real dog,Other dog breeds
119,668204964695683073,8,10,0.8,Ron,Labrador_retriever,0.65518,True,golden_retriever,0.107884,True,Chesapeake_Bay_retriever,0.0658347,True,null_stage,Labrador_retriever,Real dog,Labrador_retriever
120,668221241640230912,10,10,1.0,None,chow,0.395101,True,golden_retriever,0.372115,True,Labrador_retriever,0.148785,True,null_stage,chow,Real dog,chow
121,668226093875376128,10,10,1.0,None,trombone,0.390339,False,cornet,0.314149,False,French_horn,0.255182,False,null_stage,not_dog,Others,not_dog
122,668237644992782336,10,10,1.0,Torque,chow,0.80932,True,minivan,0.0713107,False,Pekinese,0.0378696,True,null_stage,chow,Real dog,chow
123,668248472370458624,8,10,0.8,Bisquick,Chihuahua,0.734547,True,miniature_pinscher,0.0682944,True,toy_terrier,0.0463671,True,null_stage,Chihuahua,Real dog,Chihuahua
124,668256321989451776,13,10,1.3,Jareld,canoe,0.407683,False,paddle,0.11555,False,Pembroke,0.0944294,True,null_stage,Pembroke,Real dog,Pembroke
125,668268907921326080,10,10,1.0,None,Pembroke,0.48483,True,Cardigan,0.425303,True,basenji,0.0147535,True,null_stage,Pembroke,Real dog,Pembroke
126,668274247790391296,10,10,1.0,Sophie,soft-coated_wheaten_terrier,0.406374,True,Lakeland_terrier,0.263854,True,toy_poodle,0.150844,True,null_stage,soft-coated_wheaten_terrier,Real dog,Other dog breeds
127,668286279830867968,11,10,1.1,Rusty,golden_retriever,0.215944,True,basset,0.189214,True,Cardigan,0.11301,True,null_stage,golden_retriever,Real dog,golden_retriever
128,668291999406125056,10,10,1.0,None,web_site,0.995535,False,skunk,0.00136349,False,badger,0.00068565,False,null_stage,not_dog,Others,not_dog
129,668297328638447616,9,10,0.9,None,king_penguin,0.606747,False,ice_bear,0.264221,False,Eskimo_dog,0.0327838,True,null_stage,Eskimo_dog,Real dog,Other dog breeds
130,668466899341221888,4,10,0.4,None,shopping_basket,0.398361,False,hamper,0.363222,False,bassinet,0.0841735,False,null_stage,not_dog,Others,not_dog
131,668480044826800133,11,10,1.1,DayZ,Arctic_fox,0.119243,False,Labrador_retriever,0.0999648,True,pug,0.0867165,True,null_stage,Labrador_retriever,Real dog,Labrador_retriever
132,668484198282485761,9,10,0.9,None,standard_poodle,0.587372,True,Bedlington_terrier,0.182411,True,Afghan_hound,0.040968,True,null_stage,standard_poodle,Real dog,Other dog breeds
133,668496999348633600,8,10,0.8,Jo,Staffordshire_bullterrier,0.412879,True,miniature_pinscher,0.161488,True,American_Staffordshire_terrier,0.112495,True,null_stage,Staffordshire_bullterrier,Real dog,Other dog breeds
134,668507509523615744,10,10,1.0,None,basenji,0.0553794,True,Shetland_sheepdog,0.0543221,True,whippet,0.0519134,True,null_stage,basenji,Real dog,Other dog breeds
135,668528771708952576,12,10,1.2,Gòrdón,Labrador_retriever,0.195835,True,kuvasz,0.121607,True,English_setter,0.0814644,True,null_stage,Labrador_retriever,Real dog,Labrador_retriever
136,668537837512433665,8,10,0.8,Spark,Lakeland_terrier,0.372988,True,toy_poodle,0.250445,True,Chihuahua,0.189737,True,null_stage,Lakeland_terrier,Real dog,Other dog breeds
137,668542336805281792,10,10,1.0,None,American_Staffordshire_terrier,0.267695,True,French_bulldog,0.25405,True,Staffordshire_bullterrier,0.212381,True,null_stage,American_Staffordshire_terrier,Real dog,Other dog breeds
138,668544745690562560,10,10,1.0,None,bearskin,0.42787,False,bow,0.258858,False,panpipe,0.0215626,False,null_stage,not_dog,Others,not_dog
139,668567822092664832,11,10,1.1,Marvin,Shih-Tzu,0.985649,True,Lhasa,0.00707832,True,Pekinese,0.00305323,True,null_stage,Shih-Tzu,Real dog,Other dog breeds
140,668587383441514497,13,10,1.3,None,,,,,,,,,,null_stage,,Real dog,Other dog breeds
141,668614819948453888,7,10,0.7,None,bustard,0.380772,False,pelican,0.100554,False,crane,0.0847135,False,null_stage,not_dog,Others,not_dog
142,668620235289837568,10,10,1.0,Kallie,crash_helmet,0.757942,False,toaster,0.0374968,False,mouse,0.0272709,False,null_stage,not_dog,Others,not_dog
143,668623201287675904,10,10,1.0,Jomathan,Chihuahua,0.708163,True,Pomeranian,0.0913719,True,titi,0.0673255,False,null_stage,Chihuahua,Real dog,Chihuahua
144,668625577880875008,10,10,1.0,None,ox,0.0715361,False,groenendael,0.0544548,True,Angora,0.045028,False,null_stage,groenendael,Real dog,Other dog breeds
145,668627278264475648,9,10,0.9,Timofy,French_bulldog,0.965403,True,pug,0.00860381,True,Boston_bull,0.00800356,True,null_stage,French_bulldog,Real dog,Other dog breeds
146,668631377374486528,5,10,0.5,Zeek,miniature_schnauzer,0.904549,True,Australian_terrier,0.0225294,True,silky_terrier,0.0152432,True,null_stage,miniature_schnauzer,Real dog,Other dog breeds
147,668633411083464705,10,10,1.0,Churlie,Pekinese,0.589011,True,Shih-Tzu,0.390987,True,Japanese_spaniel,0.00331035,True,null_stage,Pekinese,Real dog,Other dog breeds
148,668636665813057536,10,10,1.0,None,komondor,0.999956,True,llama,4.30981e-05,False,ram,2.1609e-07,False,null_stage,komondor,Real dog,Other dog breeds
149,668641109086707712,10,10,1.0,Hanz,vacuum,0.432594,False,pug,0.146311,True,toilet_tissue,0.0245003,False,null_stage,pug,Real dog,pug
150,668643542311546881,3,10,0.3,None,common_iguana,0.483972,False,frilled_lizard,0.111377,False,sandbar,0.0789834,False,null_stage,not_dog,Others,not_dog
151,668645506898350081,11,10,1.1,None,ski_mask,0.302854,False,knee_pad,0.0968812,False,balance_beam,0.0840756,False,null_stage,not_dog,Others,not_dog
152,668655139528511488,11,10,1.1,None,beagle,0.31911,True,Italian_greyhound,0.103338,True,basenji,0.09193,True,null_stage,beagle,Real dog,Other dog breeds
153,668779399630725120,10,10,1.0,Kevon,Chesapeake_Bay_retriever,0.285508,True,Weimaraner,0.146832,True,black-footed_ferret,0.0608648,False,null_stage,Chesapeake_Bay_retriever,Real dog,Other dog breeds
154,668815180734689280,7,10,0.7,None,redbone,0.461172,True,Italian_greyhound,0.270733,True,miniature_pinscher,0.109752,True,null_stage,redbone,Real dog,Other dog breeds
155,668826086256599040,10,10,1.0,Banditt,malinois,0.640185,True,Irish_terrier,0.1537,True,Rhodesian_ridgeback,0.0684565,True,null_stage,malinois,Real dog,Other dog breeds
156,668852170888998912,11,10,1.1,Bobb,golden_retriever,0.903529,True,Tibetan_mastiff,0.041497,True,kuvasz,0.0225005,True,null_stage,golden_retriever,Real dog,golden_retriever
157,668872652652679168,11,10,1.1,Amélie,teddy,0.413379,False,pillow,0.325623,False,miniature_schnauzer,0.0355366,True,null_stage,miniature_schnauzer,Real dog,Other dog breeds
158,668892474547511297,11,10,1.1,None,kelpie,0.421979,True,collie,0.22706,True,Cardigan,0.168211,True,null_stage,kelpie,Real dog,Other dog breeds
